"valor","tipo","data-expedição","data-envio","fk-func"
"4175262-4","RG","2006-09-16","2021-03-28","842"
"127682555579","Titulo","2009-08-23","2021-02-16","842"
"757312623-53","CPF","2010-05-20","2021-04-05","843"
"6768692-7","RG","2005-06-04","2021-01-17","843"
"276512253322","Titulo","2007-05-14","2021-01-18","843"
"157121486-51","CPF","2014-03-25","2021-01-22","844"
"9628976-5","RG","2012-10-19","2021-01-05","844"
"814825354715","Titulo","2008-11-18","2021-01-08","844"
"692274573-42","CPF","2013-05-24","2021-02-17","845"
"9448247-7","RG","2015-05-08","2021-04-30","845"
"626427882641","Titulo","2013-10-22","2021-02-11","845"
"438426443-92","CPF","2013-12-11","2021-01-19","846"
"3957328-4","RG","2014-05-07","2021-04-12","846"
"256543437564","Titulo","2017-02-08","2021-04-27","846"
"417556155-54","CPF","2010-03-12","2021-02-26","847"
"2622628-7","RG","2018-05-12","2021-02-08","847"
"535524448346","Titulo","2010-11-02","2021-04-04","847"
"475321735-27","CPF","2016-05-11","2021-01-24","848"
"7983521-5","RG","2020-12-09","2021-01-01","848"
"275534359694","Titulo","2005-06-25","2021-01-29","848"
"222657647-85","CPF","2015-07-02","2021-03-29","849"
"8231332-2","RG","2016-07-08","2021-03-25","849"
"617422551572","Titulo","2007-04-08","2021-03-15","849"
"844837449-64","CPF","2011-08-27","2021-04-18","850"
"4915864-4","RG","2019-10-06","2021-03-13","850"
"992374448346","Titulo","2014-07-01","2021-03-18","850"
"547714555-19","CPF","2006-07-30","2021-03-11","851"
"2436649-5","RG","2009-07-30","2021-02-19","851"
"332782935456","Titulo","2005-10-06","2021-03-14","851"
"551453775-35","CPF","2008-08-16","2021-01-20","852"
"3536437-2","RG","2017-07-26","2021-02-14","852"
"343856675455","Titulo","2012-04-12","2021-02-26","852"
"128981347-99","CPF","2015-05-27","2021-03-12","853"
"2696335-8","RG","2008-12-25","2021-01-21","853"
"573754399447","Titulo","2017-12-05","2021-01-29","853"
"742365722-38","CPF","2013-03-10","2021-03-28","854"
"2285762-3","RG","2013-06-01","2021-03-14","854"
"491469241641","Titulo","2010-07-29","2021-03-07","854"
"226954776-63","CPF","2015-07-30","2021-01-10","855"
"4842638-2","RG","2016-10-15","2021-04-22","855"
"122828666652","Titulo","2013-02-24","2021-02-09","855"
"273579696-65","CPF","2010-03-31","2021-03-25","856"
"6578854-7","RG","2011-11-26","2021-02-01","856"
"676438534383","Titulo","2012-09-01","2021-02-12","856"
"269528226-44","CPF","2011-09-20","2021-01-20","857"
"7594115-6","RG","2012-04-08","2021-04-21","857"
"876887766532","Titulo","2012-12-21","2021-01-21","857"
"659165334-95","CPF","2019-04-18","2021-03-16","858"
"4164142-6","RG","2017-05-29","2021-01-06","858"
"522265675563","Titulo","2008-04-18","2021-04-21","858"
"323249676-41","CPF","2014-05-05","2021-03-01","859"
"9627697-6","RG","2008-06-21","2021-01-04","859"
"751139799792","Titulo","2005-05-14","2021-01-31","859"
"885236357-83","CPF","2008-05-02","2021-02-18","860"
"3579244-3","RG","2014-04-13","2021-01-04","860"
"242882445395","Titulo","2009-05-18","2021-02-24","860"
"842468262-36","CPF","2007-05-15","2021-04-17","861"
"9623327-1","RG","2011-10-19","2021-03-24","861"
"546679773143","Titulo","2006-06-11","2021-03-18","861"
"853462884-44","CPF","2012-06-08","2021-01-09","862"
"8413354-8","RG","2006-11-05","2021-01-24","862"
"253237554865","Titulo","2019-10-30","2021-01-05","862"
"963432559-77","CPF","2020-07-19","2021-03-02","863"
"7389727-4","RG","2016-02-29","2021-01-14","863"
"255958864572","Titulo","2018-08-07","2021-03-12","863"
"688694876-52","CPF","2012-11-13","2021-01-31","864"
"7527672-5","RG","2020-12-02","2021-04-03","864"
"582325721627","Titulo","2009-04-19","2021-01-30","864"
"388538237-18","CPF","2009-05-25","2021-04-25","865"
"4638588-2","RG","2020-07-04","2021-02-01","865"
"844553488262","Titulo","2020-04-22","2021-04-16","865"
"475346149-71","CPF","2009-03-24","2021-02-07","866"
"2391625-4","RG","2020-01-04","2021-03-07","866"
"417732428335","Titulo","2016-06-21","2021-01-30","866"
"278672131-17","CPF","2010-08-27","2021-01-21","867"
"7831492-4","RG","2006-02-12","2021-04-04","867"
"423827541123","Titulo","2017-06-22","2021-02-18","867"
"528671256-35","CPF","2012-12-25","2021-04-23","868"
"3567857-4","RG","2006-07-20","2021-04-16","868"
"526253863242","Titulo","2010-06-27","2021-02-11","868"
"683949929-57","CPF","2015-07-12","2021-02-14","869"
"5582838-8","RG","2006-07-31","2021-04-07","869"
"613639447587","Titulo","2018-06-01","2021-02-26","869"
"238346524-83","CPF","2016-05-18","2021-03-25","870"
"7963759-3","RG","2015-05-25","2021-04-20","870"
"463694446433","Titulo","2007-09-08","2021-01-04","870"
"336413376-33","CPF","2012-09-06","2021-03-31","871"
"8512271-6","RG","2018-01-08","2021-03-09","871"
"385251291615","Titulo","2010-12-04","2021-02-22","871"
"374862225-98","CPF","2007-02-12","2021-03-09","872"
"3389369-2","RG","2010-02-20","2021-03-30","872"
"337317594689","Titulo","2007-04-08","2021-04-11","872"
"356655362-83","CPF","2005-09-14","2021-04-08","873"
"7956813-2","RG","2013-03-21","2021-02-13","873"
"652455799273","Titulo","2018-07-12","2021-04-07","873"
"965669844-38","CPF","2019-11-04","2021-01-14","874"
"2835735-3","RG","2016-08-16","2021-04-17","874"
"787477394465","Titulo","2017-09-19","2021-01-03","874"
"957338532-87","CPF","2018-10-14","2021-03-19","875"
"3688967-4","RG","2020-07-06","2021-04-16","875"
"856216233729","Titulo","2019-11-15","2021-01-21","875"
"734272737-15","CPF","2014-06-25","2021-03-15","876"
"6956627-9","RG","2008-10-04","2021-02-17","876"
"726648858624","Titulo","2016-11-21","2021-03-12","876"
"142626878-45","CPF","2012-01-24","2021-01-23","877"
"2765324-8","RG","2013-11-29","2021-04-11","877"
"168829794889","Titulo","2015-12-18","2021-02-16","877"
"585249948-25","CPF","2007-12-17","2021-02-10","878"
"5312748-5","RG","2005-10-26","2021-03-11","878"
"919645622235","Titulo","2014-11-11","2021-03-17","878"
"823248746-84","CPF","2018-01-24","2021-02-06","879"
"5222574-6","RG","2012-10-01","2021-01-21","879"
"683184663148","Titulo","2020-10-01","2021-02-05","879"
"589461771-48","CPF","2012-06-25","2021-01-10","880"
"4356314-9","RG","2010-07-31","2021-04-06","880"
"842872547255","Titulo","2005-05-23","2021-04-05","880"
"122853564-34","CPF","2016-02-09","2021-03-13","881"
"8223623-8","RG","2019-03-04","2021-01-03","881"
"513175559323","Titulo","2019-08-30","2021-03-30","881"
"724555233-64","CPF","2017-08-06","2021-03-24","882"
"3635954-9","RG","2005-01-16","2021-02-17","882"
"767341813352","Titulo","2007-07-26","2021-01-12","882"
"472612541-45","CPF","2017-09-05","2021-04-17","883"
"2461545-4","RG","2009-09-28","2021-01-26","883"
"792349747534","Titulo","2018-09-14","2021-02-05","883"
"632383869-42","CPF","2011-08-09","2021-04-15","884"
"5556245-6","RG","2008-11-04","2021-03-09","884"
"543844449718","Titulo","2013-11-25","2021-04-07","884"
"573237596-64","CPF","2019-08-15","2021-01-11","885"
"3756234-7","RG","2014-01-25","2021-03-13","885"
"346624727549","Titulo","2006-11-19","2021-03-11","885"
"848743225-26","CPF","2018-08-03","2021-04-29","886"
"8141883-5","RG","2016-04-02","2021-01-05","886"
"125495153895","Titulo","2013-03-17","2021-01-11","886"
"866295534-11","CPF","2005-08-01","2021-01-16","887"
"8378446-8","RG","2010-06-19","2021-04-30","887"
"179642683954","Titulo","2006-08-30","2021-02-18","887"
"884551322-88","CPF","2020-01-01","2021-02-15","888"
"4774144-6","RG","2010-08-19","2021-01-05","888"
"693443532227","Titulo","2017-10-17","2021-02-03","888"
"268423481-86","CPF","2009-03-28","2021-03-14","889"
"4762114-4","RG","2016-11-11","2021-01-09","889"
"541887583615","Titulo","2017-06-12","2021-04-26","889"
"665787848-36","CPF","2006-06-07","2021-01-20","890"
"5477366-2","RG","2013-05-16","2021-04-13","890"
"623243455767","Titulo","2010-12-13","2021-04-07","890"
"163722396-96","CPF","2009-03-10","2021-04-25","891"
"3473556-3","RG","2010-02-06","2021-03-30","891"
"463628697478","Titulo","2018-03-31","2021-03-14","891"
"893987293-57","CPF","2006-08-01","2021-04-03","892"
"5723614-2","RG","2013-02-12","2021-01-12","892"
"226779415335","Titulo","2011-12-07","2021-03-16","892"
"372755252-26","CPF","2011-05-19","2021-03-29","893"
"5762595-4","RG","2019-09-08","2021-04-08","893"
"521726464947","Titulo","2018-06-09","2021-04-04","893"
"659546272-23","CPF","2015-01-29","2021-02-21","894"
"4128532-7","RG","2010-06-19","2021-01-30","894"
"632521866348","Titulo","2019-05-05","2021-02-28","894"
"377444757-77","CPF","2014-04-02","2021-03-15","895"
"8732481-1","RG","2007-11-27","2021-01-04","895"
"439596784853","Titulo","2013-02-08","2021-03-31","895"
"576875666-49","CPF","2013-11-04","2021-04-18","896"
"3516837-6","RG","2011-02-12","2021-03-03","896"
"262544687654","Titulo","2009-11-14","2021-02-07","896"
"854852386-17","CPF","2016-11-25","2021-03-28","897"
"9678274-3","RG","2016-09-22","2021-01-28","897"
"433459933577","Titulo","2010-04-16","2021-02-15","897"
"786268474-91","CPF","2012-03-04","2021-04-14","898"
"6683225-6","RG","2012-11-12","2021-02-25","898"
"447444346742","Titulo","2015-02-09","2021-04-13","898"
"185686361-47","CPF","2020-08-26","2021-01-04","899"
"4488231-2","RG","2011-07-11","2021-03-12","899"
"864466466898","Titulo","2005-07-25","2021-04-11","899"
"237125429-88","CPF","2009-08-16","2021-02-04","900"
"4293562-6","RG","2018-06-28","2021-01-20","900"
"188594144851","Titulo","2013-02-12","2021-01-23","900"
"725548547-93","CPF","2018-04-14","2021-01-27","901"
"7756728-8","RG","2018-01-21","2021-01-24","901"
"347656624348","Titulo","2019-12-14","2021-01-21","901"
"244615735-38","CPF","2007-04-13","2021-04-19","902"
"4786948-2","RG","2008-10-17","2021-01-11","902"
"856247215643","Titulo","2018-08-27","2021-04-01","902"
"778432212-64","CPF","2007-09-13","2021-02-03","903"
"5549713-5","RG","2014-04-19","2021-03-14","903"
"854323389637","Titulo","2005-12-15","2021-01-15","903"
"454145246-85","CPF","2014-10-07","2021-01-12","904"
"8387716-2","RG","2011-11-17","2021-03-11","904"
"265467571548","Titulo","2012-12-08","2021-02-07","904"
"415992122-98","CPF","2019-01-08","2021-03-17","905"
"2432856-4","RG","2019-11-18","2021-01-07","905"
"938682662765","Titulo","2008-12-08","2021-03-05","905"
"463762422-28","CPF","2018-04-04","2021-01-10","906"
"9571761-6","RG","2006-12-31","2021-04-16","906"
"385233716819","Titulo","2011-06-21","2021-04-28","906"
"275388368-82","CPF","2019-10-05","2021-02-01","907"
"9685196-1","RG","2006-03-11","2021-03-08","907"
"886545478446","Titulo","2018-11-26","2021-04-28","907"
"367572246-38","CPF","2008-08-31","2021-04-22","908"
"6388273-7","RG","2005-06-11","2021-02-17","908"
"528354693726","Titulo","2013-11-14","2021-03-30","908"
"242665675-77","CPF","2008-02-29","2021-02-20","909"
"2643528-5","RG","2010-04-06","2021-01-18","909"
"773158338823","Titulo","2019-09-02","2021-03-01","909"
"328469494-25","CPF","2013-03-10","2021-03-21","910"
"7798539-7","RG","2016-07-18","2021-01-21","910"
"386324626355","Titulo","2020-01-01","2021-01-21","910"
"329273562-91","CPF","2014-07-17","2021-01-14","911"
"6543323-8","RG","2017-10-24","2021-01-21","911"
"223318144836","Titulo","2013-10-19","2021-04-17","911"
"645211337-17","CPF","2014-11-11","2021-01-26","912"
"4844274-8","RG","2005-08-19","2021-02-11","912"
"863432584344","Titulo","2019-01-29","2021-02-03","912"
"155432636-61","CPF","2007-03-07","2021-01-09","913"
"7469434-5","RG","2019-08-05","2021-04-09","913"
"795948369244","Titulo","2019-03-17","2021-04-15","913"
"485433736-26","CPF","2020-12-21","2021-03-28","914"
"8726228-3","RG","2010-07-13","2021-01-22","914"
"641842788958","Titulo","2005-07-25","2021-02-14","914"
"586136323-79","CPF","2009-02-19","2021-04-25","915"
"3451935-3","RG","2010-04-29","2021-01-19","915"
"376486852156","Titulo","2013-09-30","2021-02-22","915"
"728315318-23","CPF","2012-04-19","2021-03-24","916"
"3234895-5","RG","2016-01-20","2021-01-02","916"
"197749353372","Titulo","2005-10-23","2021-01-19","916"
"161785648-76","CPF","2007-02-03","2021-05-01","917"
"5735755-5","RG","2016-11-13","2021-04-22","917"
"296955311162","Titulo","2020-03-19","2021-02-18","917"
"234274125-48","CPF","2020-11-14","2021-01-09","918"
"2922973-3","RG","2009-05-25","2021-04-29","918"
"451992375943","Titulo","2017-09-19","2021-03-07","918"
"568798255-13","CPF","2008-06-08","2021-02-25","919"
"3459293-7","RG","2018-11-08","2021-03-20","919"
"539754137287","Titulo","2009-05-15","2021-02-17","919"
"326378318-78","CPF","2019-02-01","2021-03-26","920"
"8274154-7","RG","2006-03-12","2021-01-28","920"
"356368865455","Titulo","2012-01-07","2021-03-13","920"
"562214177-49","CPF","2017-03-22","2021-02-02","921"
"6434277-2","RG","2014-11-24","2021-01-26","921"
"843718658652","Titulo","2008-02-25","2021-01-28","921"
"722272482-42","CPF","2015-04-18","2021-02-07","922"
"6627628-2","RG","2011-09-10","2021-03-18","922"
"535648426266","Titulo","2008-12-01","2021-02-02","922"
"479711868-11","CPF","2007-06-18","2021-02-12","923"
"3262663-7","RG","2007-05-01","2021-02-13","923"
"252556519974","Titulo","2010-10-27","2021-02-12","923"
"295386647-52","CPF","2008-05-01","2021-01-25","924"
"7489782-4","RG","2007-02-05","2021-04-21","924"
"854252555866","Titulo","2018-08-25","2021-04-09","924"
"182252449-34","CPF","2009-01-27","2021-01-27","925"
"4332883-5","RG","2014-11-27","2021-04-02","925"
"236456972644","Titulo","2009-07-22","2021-03-07","925"
"837718716-18","CPF","2014-05-25","2021-01-02","926"
"9253786-7","RG","2007-11-22","2021-03-02","926"
"658833946236","Titulo","2015-07-03","2021-04-17","926"
"885253556-93","CPF","2011-07-12","2021-02-22","927"
"6375322-5","RG","2013-12-11","2021-04-14","927"
"662539568157","Titulo","2011-11-27","2021-04-20","927"
"282788273-82","CPF","2005-07-16","2021-04-17","928"
"3536494-6","RG","2010-06-30","2021-04-17","928"
"523296684332","Titulo","2014-01-15","2021-03-24","928"
"455667498-59","CPF","2020-12-17","2021-01-11","929"
"2643382-3","RG","2009-09-23","2021-03-19","929"
"532441743966","Titulo","2011-09-29","2021-02-09","929"
"891875329-22","CPF","2016-10-12","2021-03-05","930"
"4899594-4","RG","2009-08-25","2021-04-25","930"
"255115431735","Titulo","2020-03-14","2021-01-10","930"
"512423267-59","CPF","2015-05-16","2021-02-19","931"
"6424594-1","RG","2008-03-06","2021-04-09","931"
"825847676243","Titulo","2019-06-21","2021-01-02","931"
"134294846-32","CPF","2009-03-22","2021-04-08","932"
"1278697-6","RG","2018-05-02","2021-01-20","932"
"429226568574","Titulo","2008-07-30","2021-01-18","932"
"348542372-56","CPF","2013-08-21","2021-04-25","933"
"3898618-8","RG","2007-10-22","2021-04-08","933"
"792232347417","Titulo","2016-11-18","2021-02-16","933"
"347237185-55","CPF","2010-10-28","2021-04-08","934"
"7533442-5","RG","2010-01-13","2021-02-06","934"
"954676268331","Titulo","2005-06-05","2021-04-24","934"
"542865539-87","CPF","2018-07-19","2021-04-20","935"
"3855554-1","RG","2015-09-11","2021-04-01","935"
"485342383793","Titulo","2010-07-12","2021-01-30","935"
"647835378-65","CPF","2020-01-24","2021-02-02","936"
"1566658-7","RG","2015-03-24","2021-01-28","936"
"252747458283","Titulo","2010-11-17","2021-01-25","936"
"248395583-63","CPF","2015-02-14","2021-03-20","937"
"6729858-7","RG","2006-10-26","2021-01-14","937"
"863528148164","Titulo","2006-12-10","2021-01-24","937"
"471556887-75","CPF","2009-07-31","2021-02-27","938"
"5748879-4","RG","2007-07-27","2021-04-04","938"
"228457146538","Titulo","2008-06-23","2021-02-15","938"
"692866356-38","CPF","2012-04-20","2021-02-06","939"
"8892423-5","RG","2014-01-16","2021-02-13","939"
"722229548166","Titulo","2015-07-27","2021-01-23","939"
"614591719-24","CPF","2019-01-10","2021-03-21","940"
"2542533-9","RG","2013-11-17","2021-04-09","940"
"135635713146","Titulo","2017-12-16","2021-04-23","940"
"293932147-31","CPF","2013-03-17","2021-04-15","941"
"6289288-7","RG","2011-07-15","2021-04-05","941"
"884332832152","Titulo","2009-12-08","2021-02-05","941"
"744614433-62","CPF","2018-11-04","2021-02-23","942"
"8861863-8","RG","2018-08-24","2021-04-29","942"
"455833275787","Titulo","2008-07-16","2021-03-31","942"
"773325572-34","CPF","2017-10-29","2021-01-08","943"
"4347457-4","RG","2013-11-24","2021-03-23","943"
"373721372487","Titulo","2016-04-18","2021-02-26","943"
"245439963-92","CPF","2009-04-18","2021-01-03","944"
"2237555-6","RG","2017-11-23","2021-02-07","944"
"263833844433","Titulo","2019-03-20","2021-04-28","944"
"448826815-33","CPF","2020-02-22","2021-01-12","945"
"9932836-3","RG","2010-07-04","2021-04-13","945"
"363345281477","Titulo","2019-06-23","2021-01-25","945"
"576688283-48","CPF","2010-12-04","2021-03-28","946"
"8777227-8","RG","2010-12-08","2021-01-29","946"
"247317377885","Titulo","2008-06-06","2021-03-05","946"
"487289385-16","CPF","2014-08-26","2021-01-16","947"
"6632153-8","RG","2012-10-04","2021-01-27","947"
"473743577377","Titulo","2013-02-28","2021-04-01","947"
"838396621-22","CPF","2018-09-25","2021-01-24","948"
"8542765-4","RG","2014-07-04","2021-03-23","948"
"578515847861","Titulo","2016-11-13","2021-01-19","948"
"215543699-61","CPF","2008-04-05","2021-04-17","949"
"2646131-3","RG","2019-03-12","2021-01-19","949"
"295975697178","Titulo","2014-01-20","2021-02-10","949"
"795881386-12","CPF","2020-08-12","2021-01-12","950"
"1423533-8","RG","2015-05-07","2021-02-11","950"
"282179444871","Titulo","2007-01-20","2021-01-02","950"
"482889665-27","CPF","2015-03-27","2021-04-21","951"
"4374868-7","RG","2005-08-25","2021-03-16","951"
"456493534373","Titulo","2008-04-20","2021-02-21","951"
"513672159-59","CPF","2020-12-22","2021-01-10","952"
"6487837-1","RG","2010-06-30","2021-01-06","952"
"332235791692","Titulo","2014-05-24","2021-02-23","952"
"342575146-83","CPF","2012-11-16","2021-03-31","953"
"4695844-3","RG","2013-02-13","2021-03-26","953"
"124543926333","Titulo","2006-08-03","2021-04-21","953"
"423769518-18","CPF","2017-03-31","2021-01-31","954"
"7493335-3","RG","2006-06-21","2021-03-10","954"
"684883836685","Titulo","2010-11-23","2021-03-24","954"
"723185362-86","CPF","2009-02-01","2021-03-09","955"
"8868687-5","RG","2011-09-12","2021-04-14","955"
"423635352322","Titulo","2020-10-28","2021-03-26","955"
"876618797-93","CPF","2014-01-09","2021-01-30","956"
"3256286-6","RG","2015-06-03","2021-02-27","956"
"245274573385","Titulo","2006-08-25","2021-02-11","956"
"665756197-45","CPF","2010-01-25","2021-03-20","957"
"2381477-3","RG","2010-01-19","2021-01-06","957"
"796766584137","Titulo","2005-05-07","2021-03-05","957"
"757756263-46","CPF","2012-12-09","2021-03-10","958"
"2564553-8","RG","2009-10-05","2021-01-31","958"
"666852437854","Titulo","2017-05-18","2021-03-23","958"
"224395557-89","CPF","2017-09-30","2021-03-12","959"
"2665786-1","RG","2016-06-19","2021-02-13","959"
"932843799346","Titulo","2008-07-25","2021-03-11","959"
"136548272-73","CPF","2015-07-20","2021-01-27","960"
"4468225-7","RG","2010-05-30","2021-01-20","960"
"946287355667","Titulo","2015-06-27","2021-03-30","960"
"688862148-84","CPF","2019-06-07","2021-01-25","961"
"5667661-4","RG","2008-10-13","2021-04-17","961"
"899657658193","Titulo","2014-04-12","2021-01-07","961"
"488526824-75","CPF","2020-07-17","2021-04-10","962"
"3978315-2","RG","2007-12-15","2021-02-22","962"
"498452571432","Titulo","2008-06-14","2021-02-03","962"
"347287156-21","CPF","2012-02-07","2021-01-16","963"
"1755721-1","RG","2006-03-21","2021-04-01","963"
"773968645524","Titulo","2005-04-29","2021-02-12","963"
"315657732-31","CPF","2012-04-28","2021-04-20","964"
"2634263-4","RG","2016-02-29","2021-03-27","964"
"765742429454","Titulo","2010-06-17","2021-05-02","964"
"483265886-23","CPF","2020-08-15","2021-03-17","965"
"2323475-7","RG","2014-02-11","2021-02-25","965"
"122827995668","Titulo","2016-12-12","2021-01-09","965"
"485243972-62","CPF","2007-05-09","2021-03-14","966"
"4653345-2","RG","2008-06-10","2021-03-20","966"
"657572316137","Titulo","2008-05-10","2021-02-07","966"
"314368246-91","CPF","2020-05-25","2021-03-13","967"
"5452568-3","RG","2015-10-08","2021-04-04","967"
"326144564638","Titulo","2011-08-08","2021-05-02","967"
"592655492-77","CPF","2009-02-25","2021-01-25","968"
"7354463-9","RG","2006-10-17","2021-03-08","968"
"633824284784","Titulo","2007-01-23","2021-03-17","968"
"683313363-95","CPF","2010-09-25","2021-03-13","969"
"5754484-6","RG","2013-03-29","2021-01-26","969"
"552448134634","Titulo","2016-08-18","2021-03-18","969"
"388759127-15","CPF","2014-08-24","2021-02-23","970"
"5686285-5","RG","2016-01-26","2021-02-19","970"
"471732618621","Titulo","2016-10-13","2021-04-08","970"
"697655975-78","CPF","2009-01-18","2021-01-19","971"
"7784968-4","RG","2016-06-06","2021-01-29","971"
"757223853662","Titulo","2007-09-03","2021-01-12","971"
"923822374-63","CPF","2020-02-03","2021-01-06","972"
"5321779-5","RG","2012-09-25","2021-02-13","972"
"643211158387","Titulo","2009-10-26","2021-03-05","972"
"414673949-39","CPF","2007-04-14","2021-02-24","973"
"4952635-3","RG","2007-03-12","2021-03-05","973"
"383368885371","Titulo","2014-06-21","2021-03-16","973"
"615482438-56","CPF","2010-03-21","2021-01-18","974"
"6795832-7","RG","2018-08-12","2021-04-18","974"
"585865454533","Titulo","2014-01-06","2021-04-22","974"
"277577567-95","CPF","2009-02-09","2021-04-01","975"
"6811344-6","RG","2012-03-30","2021-01-21","975"
"632438553147","Titulo","2007-05-24","2021-03-04","975"
"847515371-16","CPF","2011-01-04","2021-02-12","976"
"1454555-4","RG","2015-04-04","2021-02-08","976"
"345153824526","Titulo","2005-12-16","2021-02-18","976"
"615575541-84","CPF","2011-01-03","2021-04-24","977"
"6555283-4","RG","2008-03-16","2021-04-20","977"
"265383465474","Titulo","2016-12-31","2021-02-11","977"
"372494217-47","CPF","2014-01-22","2021-04-17","978"
"8976862-4","RG","2011-04-11","2021-04-10","978"
"923745747434","Titulo","2006-09-26","2021-02-18","978"
"365225557-87","CPF","2020-08-06","2021-03-03","979"
"2148779-3","RG","2013-06-29","2021-04-20","979"
"362665684476","Titulo","2019-01-22","2021-02-06","979"
"176584317-13","CPF","2011-02-17","2021-05-01","980"
"2172683-7","RG","2010-05-24","2021-01-05","980"
"644778556754","Titulo","2019-03-06","2021-04-14","980"
"875241651-77","CPF","2016-01-26","2021-02-12","981"
"7547173-5","RG","2013-06-05","2021-02-27","981"
"416857196437","Titulo","2019-12-25","2021-02-17","981"
"836427738-77","CPF","2016-03-16","2021-03-22","982"
"8717881-7","RG","2015-11-04","2021-03-11","982"
"616224896539","Titulo","2007-04-17","2021-02-23","982"
"665481248-76","CPF","2017-04-08","2021-01-17","983"
"7565399-6","RG","2008-12-29","2021-02-07","983"
"685571572688","Titulo","2010-04-18","2021-02-19","983"
"851236343-26","CPF","2012-09-19","2021-02-01","984"
"3324383-5","RG","2019-07-31","2021-02-01","984"
"686752321998","Titulo","2020-05-09","2021-01-17","984"
"644857812-36","CPF","2017-04-05","2021-03-20","985"
"4194247-3","RG","2007-03-29","2021-01-09","985"
"869359888986","Titulo","2015-12-03","2021-02-13","985"
"845698765-23","CPF","2011-01-07","2021-01-21","986"
"7885132-6","RG","2010-12-25","2021-01-22","986"
"425686934624","Titulo","2014-08-23","2021-04-13","986"
"455249313-31","CPF","2008-11-08","2021-02-08","987"
"8525371-8","RG","2018-06-03","2021-04-22","987"
"382626633345","Titulo","2018-03-14","2021-01-29","987"
"247356268-28","CPF","2005-05-28","2021-02-17","988"
"1493386-1","RG","2017-01-11","2021-01-17","988"
"474933183523","Titulo","2009-12-07","2021-02-27","988"
"435645634-25","CPF","2019-12-10","2021-03-16","989"
"2398262-5","RG","2014-04-04","2021-03-25","989"
"424647725263","Titulo","2011-02-28","2021-04-20","989"
"343942624-24","CPF","2009-05-20","2021-01-21","990"
"3273435-4","RG","2014-02-12","2021-04-26","990"
"434396489952","Titulo","2007-02-03","2021-03-16","990"
"125968826-94","CPF","2013-03-31","2021-01-11","991"
"2788212-3","RG","2016-08-21","2021-02-02","991"
"167526496699","Titulo","2016-07-19","2021-02-07","991"
"678819774-68","CPF","2006-03-24","2021-03-10","992"
"6694412-7","RG","2018-03-10","2021-04-02","992"
"421332173646","Titulo","2011-05-31","2021-03-08","992"
"887392984-87","CPF","2009-06-10","2021-04-01","993"
"2583384-2","RG","2018-02-19","2021-03-19","993"
"554653373665","Titulo","2020-11-15","2021-02-01","993"
"352392728-26","CPF","2006-10-08","2021-03-07","994"
"4266278-3","RG","2005-03-16","2021-03-28","994"
"277885664888","Titulo","2007-05-26","2021-01-03","994"
"452562467-27","CPF","2007-11-03","2021-04-17","995"
"7535864-8","RG","2008-03-01","2021-04-08","995"
"444135281863","Titulo","2013-04-23","2021-01-11","995"
"493823251-41","CPF","2014-04-14","2021-03-04","996"
"8335573-8","RG","2018-04-30","2021-01-19","996"
"943643769876","Titulo","2014-05-10","2021-04-02","996"
"211921166-45","CPF","2013-01-18","2021-03-01","997"
"1775389-3","RG","2015-03-30","2021-03-04","997"
"956228813984","Titulo","2005-05-28","2021-02-27","997"
"267319349-72","CPF","2010-07-24","2021-03-07","998"
"2315138-6","RG","2010-07-08","2021-03-31","998"
"614751837885","Titulo","2016-10-27","2021-04-30","998"
"872921242-33","CPF","2019-09-25","2021-02-28","999"
"3448462-3","RG","2019-01-24","2021-02-07","999"
"488144643315","Titulo","2012-07-22","2021-01-07","999"
"423828125-33","CPF","2016-02-10","2021-04-10","1000"
"7728789-3","RG","2011-02-20","2021-03-21","1000"
"386583783245","Titulo","2009-03-26","2021-01-13","1000"
